dbr:Hkamti_District	wd:Q15224287
dbr:Sean_Kingston	wd:Q216934
dbr:Nicholas_Benson	wd:Q7025051
dbr:Berga_u002C__H_u00F6_gsby_Municipality	wd:Q3283678
dbr:Alfred_Hitchcock	wd:Q7374
dbr:The_Lyons_Mail	wd:Q12125923
dbr:Yesstory	wd:Q722017
dbr:Wigan_Warriors	wd:Q1210267
dbr:Mahaan	wd:Q6732683
dbr:Peter_Benchley	wd:Q333251
dbr:Tsui_Hark	wd:Q317814
dbr:Islamism	wd:Q189746
dbr:D_u00E2_mbovi_u021B_a_County	wd:Q188797
dbr:Daniel_Boone__u0028_1964_TV_series_u0029_	wd:Q1160120
dbr:Donovan_u0027_s_Reef	wd:Q1213266
dbr:Gulaal	wd:Q5617180
dbr:James_Fitzjames_Stephen	wd:Q680631
dbr:L_u0027_inafferrabile_12	wd:Q3819271
dbr:Greece_national_basketball_team	wd:Q331640
dbr:Platinum_Blonde__u0028_film_u0029_	wd:Q1124332
dbr:Red_Hot_and_Heavy	wd:Q3931394
dbr:John_Hewie	wd:Q1700455
dbr:Holcocera	wd:Q9287484
dbr:Virasat__u0028_1997_film_u0029_	wd:Q7933652
dbr:Colonel_Chabert__u0028_1994_film_u0029_	wd:Q1211134
dbr:Convergence__u0028_Dave_Douglas_album_u0029_	wd:Q5166356
dbr:Staying_Alive__u0028_1983_film_u0029_	wd:Q155458
dbr:The_Big_O__u0028_album_u0029_	wd:Q3283663
dbr:Testing_Positive_4_the_Funk	wd:Q7705908
dbr:Fluffy__u0028_1965_film_u0029_	wd:Q16993541
dbr:Three_on_a_Match	wd:Q2122780
dbr:Robert_Z_u002E__Leonard	wd:Q269731
dbr:Ragunda_Municipality	wd:Q515342
dbr:HMCS_Cape_Breton__u0028_K350_u0029_	wd:Q5630747
dbr:Neal_H_u002E__Moritz	wd:Q928022
dbr:Shit_Hits_the_Fan	wd:Q7499123
dbr:Conspiracy__u0028_2001_film_u0029_	wd:Q706367
dbr:Saint_John_u002C__New_Brunswick	wd:Q203403
dbr:American_Horseshoes	wd:Q4744015
dbr:Super_Seven_Calling_Cairo	wd:Q3978020
dbr:Pasa_Kiligal	wd:Q7141515
dbr:The_Walker	wd:Q468173
dbr:Nymphomaniac__u0028_film_u0029_	wd:Q3346699
dbr:Massimo_Marchiori	wd:Q1052782
dbr:Basquiat__u0028_film_u0029_	wd:Q810441
dbr:Castricum	wd:Q9910
dbr:Senegal	wd:Q1041
dbr:2_Chainz	wd:Q129668
dbr:Bright_Young_Things__u0028_film_u0029_	wd:Q287740
dbr:It_u0027_s_a_Man_u0027_s_Man_u0027_s_Man_u0027_s_World	wd:Q2079853
dbr:Sex_Therapy__u0028_song_u0029_	wd:Q3958566
dbr:Bengt_Lundholm	wd:Q551970
dbr:Band_of_Horses	wd:Q806235
dbr:Giuseppe_Ruzzolini	wd:Q247675
dbr:Biograph_Company	wd:Q465832
dbr:The_Morning_Papers	wd:Q7752291
dbr:From_the_Earth_to_the_Moon__u0028_film_u0029_	wd:Q655475
dbr:Orange_u002C__New_Jersey	wd:Q1087121
dbr:Brenda_Vaccaro	wd:Q240658
dbr:Killing_Hope	wd:Q3794469
dbr:Honey__u0028_2003_film_u0029_	wd:Q597846
dbr:Megadeth	wd:Q83431
dbr:John_Steinbeck	wd:Q39212
dbr:Michael_Madsen	wd:Q220584
dbr:Denis_Grebeshkov	wd:Q928586
dbr:La_locandiera__u0028_film_u0029_	wd:Q601942
dbr:Penrod_and_Sam__u0028_1937_film_u0029_	wd:Q7164628
dbr:Johann_Gabriel_Chasteler_de_Courcelles	wd:Q84713
dbr:A_Matter_of_Life_and_Death__u0028_film_u0029_	wd:Q1546792
dbr:Every_Good_Boy_Deserves_Fudge	wd:Q993757
dbr:Mississippi_Girl	wd:Q6879149
dbr:Amir_Garib	wd:Q4746547
dbr:Championnat_de_France_Amateur	wd:Q1061291
dbr:Spies_Strike_Silently	wd:Q15104759
dbr:Dancing_Stage_Max	wd:Q5215498
dbr:Milk__u0028_film_u0029_	wd:Q201687
dbr:Movie_43	wd:Q548978
dbr:Shaun_Nichols	wd:Q7490928
dbr:Tasty_Life	wd:Q6732581
dbr:Kardinal_Offishall	wd:Q371238
dbr:Anna__u0028_1951_film_u0029_	wd:Q1080924
dbr:Robert_Schumann	wd:Q7351
dbr:Papua_New_Guinea	wd:Q691
dbr:Mel_Tillis	wd:Q1238180
dbr:Huelva	wd:Q12246
dbr:Ilya_Bryzgalov	wd:Q129201
dbr:Marie_u002D_No_u00EB_lle_Lienemann	wd:Q461454
dbr:Palm_Beach_u002C__Florida	wd:Q695411
dbr:James_LeGros	wd:Q1334830
dbr:The_Three_Stooges_Go_Around_the_World_in_a_Daze	wd:Q7769092
dbr:Flash_of_Genius__u0028_film_u0029_	wd:Q1427248
dbr:Historically_black_colleges_and_universities	wd:Q1620945
dbr:The_Radio_Tycoon	wd:Q7759243
dbr:Women_Are_Like_That	wd:Q14772334
dbr:Jean_u002D_Pierre_Chev_u00E8_nement	wd:Q736502
dbr:Andrei_Posnov	wd:Q502618
dbr:Tatamalaza	wd:Q3516008
dbr:Danny_Dunn_and_the_Anti_u002D_Gravity_Paint	wd:Q5220305
dbr:Sandouping	wd:Q849367
dbr:Monster_Island__u0028_Buffy_u002F_Angel_novel_u0029_	wd:Q6902737
dbr:London_Underground	wd:Q20075
dbr:Amy_LaVere	wd:Q1840763
dbr:Chosen_One__u0028_Smog_song_u0029_	wd:Q5105345
dbr:The_Secret__u0028_Animorphs_u0029_	wd:Q7762982
dbr:Radha_Mitchell	wd:Q230516
dbr:Hans_Friessen	wd:Q4492797
dbr:Keep_On_Keepin_u0027__On__u0028_MC_Lyte_song_u0029_	wd:Q6383038
dbr:Children_of_Men	wd:Q221090
dbr:Robert_Downey_Jr_u002E_	wd:Q165219
dbr:Twister__u0028_1996_film_u0029_	wd:Q683663
dbr:This_Is_Happening	wd:Q2620579
dbr:Kuruthipunal__u0028_film_u0029_	wd:Q3418103
dbr:Action_Jackson__u0028_1988_film_u0029_	wd:Q343668
dbr:There_Was_an_Old_Woman__u0028_novel_u0029_	wd:Q4004499
dbr:Where_Do_I_Go_from_Here__u0028_The_Supremes_song_u0029_	wd:Q2300180
dbr:Swing_Parade_of_1946	wd:Q7658581
dbr:Cross_Purposes	wd:Q844604
dbr:Dear_Goddamned_Friends	wd:Q3658575
dbr:Derek_Turner	wd:Q5262415
dbr:The_Black_Panther_Warriors	wd:Q20984009
dbr:Den_norske_Bank	wd:Q5256505
dbr:Ain_u0027_t_It_Funky_Now	wd:Q4697224
dbr:Michael_Coady__u0028_rugby_u0029_	wd:Q16204063
dbr:Cracked_Nuts	wd:Q5180359
dbr:Nemurenu_Yoru_wa_Kimi_no_Sei	wd:Q6991362
dbr:The_Gold_of_Naples	wd:Q1168571
dbr:Casino_Jack	wd:Q2655531
dbr:Cro__u0028_singer_u0029_	wd:Q20729
dbr:Even_Cowgirls_Get_the_Blues__u0028_film_u0029_	wd:Q1422017
dbr:Enrico_Albanese	wd:Q3277262
dbr:F_u002F_X2	wd:Q573780
dbr:Hana_u002D_bi	wd:Q1125897
dbr:Fran_u00E7_aise_des_Jeux__u0028_lottery_u0029_	wd:Q1450805
dbr:The_Smiths__u0028_album_u0029_	wd:Q974045
dbr:Jihad_vs_u002E__McWorld	wd:Q3472533
dbr:Idukki_district	wd:Q301821
dbr:Thettu	wd:Q7783589
dbr:Sudal	wd:Q3417365
dbr:Labour_Party__u0028_Netherlands_u0029_	wd:Q275441
dbr:Inside_the_Walls_of_Folsom_Prison	wd:Q6038004
dbr:Way_Out_u0021_	wd:Q7975778
dbr:Solihull	wd:Q397343
dbr:John_Farrands	wd:Q16013614
dbr:Out_of_Time__u0028_Blur_song_u0029_	wd:Q2616166
dbr:Kavango_u2013_Zambezi_Transfrontier_Conservation_Area	wd:Q603572
dbr:Kenny_Arena	wd:Q2218320
dbr:Fatal_Attraction	wd:Q504157
dbr:Anna_Paquin	wd:Q199884
dbr:Studio_Stoops	wd:Q7628235
dbr:Andrei_Pervyshin	wd:Q502541
dbr:Arkady_Volozh	wd:Q4123823
dbr:Charam_County	wd:Q5073911
dbr:Nice_to_Meet_You_u002C__Walden_Schmidt	wd:Q10336689
dbr:Un_refugio_para_el_amor	wd:Q1068093
dbr:Amlash_County	wd:Q1286046
dbr:Temptation_u003A__Confessions_of_a_Marriage_Counselor	wd:Q4415149
dbr:Carter_Trevisani	wd:Q1045901
dbr:Chet_Atkins_Goes_to_the_Movies	wd:Q5094058
dbr:_u00C9_pinay_u002D_sur_u002D_Seine	wd:Q206961
dbr:Surgeon	wd:Q774306
dbr:In_Love_and_War__u0028_1958_film_u0029_	wd:Q6009882
dbr:Abstract_expressionism	wd:Q177725
dbr:Alessandro_Blasetti	wd:Q53005
dbr:The_Hobbit_u003A__An_Unexpected_Journey	wd:Q80379
dbr:Jonson_Clarke_u002D_Harris	wd:Q6275906
dbr:Ballad__u0028_song_u0029_	wd:Q21204450
dbr:Take_u002D_Two_Interactive	wd:Q94933
dbr:Lino_Capolicchio	wd:Q238665
dbr:The_Mighty_Anselmo_and_His_Squire	wd:Q3795345
dbr:I_Love_You_Phillip_Morris	wd:Q1128867
dbr:William_Castle	wd:Q934087
dbr:Tulsa_u002C__Oklahoma	wd:Q44989
dbr:Alvan_Lafargue	wd:Q4737655
dbr:Trinity_Is_Still_My_Name	wd:Q589001
dbr:Claudio_Gio_u00E8_	wd:Q3680061
dbr:William_Jervois	wd:Q2579525
dbr:Meet_the_Fockers	wd:Q740489
dbr:No_Fool_No_More	wd:Q7044189
dbr:Staind	wd:Q266496
dbr:The_Burden_of_Proof	wd:Q7720621
dbr:Chris_Charles	wd:Q16215730
dbr:Philippine_Standard_Time	wd:Q3543509
dbr:James_Madison_Memorial_High_School	wd:Q6138779
dbr:Laurent_Boutonnat	wd:Q2580403
dbr:Giovanni_Ribisi	wd:Q224081
dbr:Andy_Colby_u0027_s_Incredible_Adventure	wd:Q4531833
dbr:Neyriz_County	wd:Q1270588
dbr:Where_the_Money_Is	wd:Q905043
dbr:V__u0028_1983_miniseries_u0029_	wd:Q2284586
dbr:Suki_da_Nante_Ienai	wd:Q7635859
dbr:A_Shot_in_the_Dark__u0028_1933_film_u0029_	wd:Q4659485
dbr:Nongo_Stadium	wd:Q3495980
dbr:Guyana	wd:Q734
dbr:Chanchattam__u0028_1991_film_u0029_	wd:Q5070859
dbr:Star_Wars_Detours	wd:Q3497055
dbr:Hyundai_i20	wd:Q494379
dbr:The_Last_Waltz__u0028_film_u0029_	wd:Q14954290
dbr:Pinocchio__u0028_2002_film_u0029_	wd:Q19356
dbr:RoboCop_3	wd:Q841233
dbr:Miho_Fukuhara	wd:Q442984
dbr:Achilles_and_the_Tortoise__u0028_film_u0029_	wd:Q340300
dbr:Avalon_Sunset	wd:Q4827611
dbr:How_Long__u0028_L_u002E_V_u002E__album_u0029_	wd:Q5917931
dbr:Theertham__u0028_film_u0029_	wd:Q7777739
dbr:Ed_Harris	wd:Q104791
dbr:Vara_u017E_din	wd:Q5420
dbr:Warrior_of_Love_Rainbowman	wd:Q5228145
dbr:Nosferatu_the_Vampyre	wd:Q160259
dbr:Chuck__u0028_TV_series_u0029_	wd:Q2293
dbr:Stuart_Urban	wd:Q522134
dbr:Oriel_College_u002C__Oxford	wd:Q81170
dbr:Masterji	wd:Q6785373
dbr:The_Big_Sky__u0028_film_u0029_	wd:Q527759
dbr:Web_of_Passion	wd:Q185528
dbr:Is_Anybody_Out_There_u0025_3F	wd:Q2048889
dbr:Four_O_u0027_Clock	wd:Q2419141
dbr:The_Looney_Looney_Looney_Bugs_Bunny_Movie	wd:Q3836716
dbr:Bullets_over_Broadway	wd:Q1004531
dbr:Villain__u0028_1971_film_u0029_	wd:Q12131571
dbr:Runner2_u003A__Future_Legend_of_Rhythm_Alien	wd:Q4918670
dbr:Krishnarjuna	wd:Q6437613
dbr:Madame_Mystery	wd:Q3021273
dbr:Richard_Peek__u0028_admiral_u0029_	wd:Q7328342
dbr:Doghouse_Records	wd:Q5288377
dbr:Someday_I_u0027_ll_Be_Saturday_Night	wd:Q2531797
dbr:Vinland_Saga__u0028_album_u0029_	wd:Q260904
dbr:Lil_u0027__Crime_Stoppers	wd:Q725690
dbr:Muddy_Waters	wd:Q220707
dbr:Dune__u0028_film_u0029_	wd:Q114819
dbr:Do_It_Again__u0028_The_Chemical_Brothers_song_u0029_	wd:Q1438419
dbr:Nell__u0028_film_u0029_	wd:Q612323
dbr:Fritz_Kampers	wd:Q98363
dbr:Alappuzha	wd:Q585026
dbr:Chintakayala_Ravi	wd:Q12996703
dbr:Clash_of_the_Titans__u0028_2010_film_u0029_	wd:Q192979
dbr:Madea_u0027_s_Neighbors_from_Hell	wd:Q18915096
dbr:Ostend	wd:Q12996
dbr:Bullhead__u0028_album_u0029_	wd:Q2518542
dbr:2__u002B__2__u003D___u0025_3F	wd:Q4633281
dbr:Brian_Sharples	wd:Q4965265
dbr:My_Best_Friend_u0027_s_Wedding	wd:Q918380
dbr:25th_Hour	wd:Q218458
dbr:Just_a_Kiss__u0028_song_u0029_	wd:Q2470730
dbr:Frank_Spotnitz	wd:Q2558191
dbr:Wakko_u0027_s_Wish	wd:Q2440097
dbr:Bud_Spencer	wd:Q221074
dbr:The_Klingon_Gambit	wd:Q7744804
dbr:Tom_and_Jerry_u003A__The_Magic_Ring	wd:Q638883
dbr:Odostomia_deplexa	wd:Q7078105
dbr:Amanda__u0028_Don_Williams_song_u0029_	wd:Q4739535
dbr:Quatermass_and_the_Pit	wd:Q1248690
dbr:Sea_Lion__u0028_song_u0029_	wd:Q7439941
dbr:Jon_Bernthal	wd:Q362616
dbr:Chur	wd:Q69007
dbr:Johnny_Matthews	wd:Q6267219
dbr:Glendale_u002C__California	wd:Q485716
dbr:Worcester	wd:Q1646181
dbr:Massively_multiplayer_online_role_u002D_playing_game	wd:Q175173
dbr:Lloyd_J_u002E__Beall	wd:Q681331
dbr:Girl_Crazy__u0028_1932_film_u0029_	wd:Q5564359
dbr:Criminal__u0028_2004_film_u0029_	wd:Q3271467
dbr:The_Good_Soldier__u0028_Homeland_u0029_	wd:Q7737277
dbr:Megamind_u003A__The_Button_of_Doom	wd:Q4286601
dbr:Samba_Para_Dos	wd:Q7408965
dbr:Patrick_H_u002E__DeLeon	wd:Q15411064
dbr:Hard_Country__u0028_film_u0029_	wd:Q826438
dbr:Zl_u00ED_n	wd:Q171018
dbr:Fat_and_Fickle	wd:Q5437231
dbr:Skopje	wd:Q384
dbr:Spirit_Camera	wd:Q956903
dbr:Rhapsody_in_Blue__u0028_film_u0029_	wd:Q338442
dbr:Saraband_for_Dead_Lovers	wd:Q4027067
dbr:Fife	wd:Q201149
dbr:Chauncey_W_u002E__Reed	wd:Q5088274
dbr:Big_River__u0028_Johnny_Cash_song_u0029_	wd:Q859194
dbr:Little_Johnny_Jones__u0028_pianist_u0029_	wd:Q1865656
dbr:Woman_on_the_Run	wd:Q1307071
dbr:Rossana_Podest_u00E0_	wd:Q261860
dbr:Yehi_Hai_Zindagi	wd:Q8051239
dbr:Mumtaz__u0028_actress_u0029_	wd:Q3111131
dbr:Look_Mom_No_Head_u0021_	wd:Q3259231
dbr:Zonguldak_Province	wd:Q219956
dbr:Chris_Nurse	wd:Q2437145
dbr:Darla__u0028_Angel_episode_u0029_	wd:Q3016373
dbr:Louis_Berry	wd:Q16014012
dbr:The_Young_in_Heart	wd:Q1162433
dbr:Masayuki_Mori__u0028_film_producer_u0029_	wd:Q302456
dbr:Impossamole	wd:Q4399887
dbr:Pacific_Rim__u0028_film_u0029_	wd:Q1388653
dbr:Torpedo_Nizhny_Novgorod	wd:Q568805
dbr:The_Quiet_Man	wd:Q470560
dbr:Ii_Kurashi	wd:Q16885055
dbr:Heavy_Machinery__u0028_album_u0029_	wd:Q5695104
dbr:Rabor_County	wd:Q2610716
dbr:Detour__u0028_1945_film_u0029_	wd:Q2062566
dbr:The_Gauntlet__u0028_film_u0029_	wd:Q577306
dbr:Nijmegen	wd:Q47887
dbr:God_u0027_s_Gift_to_Women	wd:Q5575698
dbr:Spy_Hunter__u0028_2012_video_game_u0029_	wd:Q3967325
dbr:Let_Your_Conscience_Be_Your_Guide	wd:Q6533036
dbr:The_Private_Lives_of_Elizabeth_and_Essex	wd:Q1420016
dbr:Lucknow	wd:Q47916
dbr:Jazze_Pha	wd:Q960935
dbr:A_Good_Man_in_Africa	wd:Q300423
dbr:Laura__u0028_Laura_Pausini_album_u0029_	wd:Q2260148
dbr:Quick_Change	wd:Q1305773
dbr:Franco_Nero	wd:Q311716
dbr:Ganbarion	wd:Q2070538
dbr:Herschell_Gordon_Lewis	wd:Q779529
dbr:Farrar_u002C__Straus_and_Giroux	wd:Q3067003
dbr:Dunhill_Records	wd:Q3716272
dbr:The_Trouble_with_Tribbles	wd:Q1136084
dbr:Captain_Apache	wd:Q183050
dbr:Jack_Palance	wd:Q193653
dbr:John_u002C__I_u0027_m_Only_Dancing	wd:Q2608004
dbr:Warta_Boles_u0142_awiecka	wd:Q168835
dbr:Bob_Ezrin	wd:Q316850
dbr:Eminem	wd:Q5608
dbr:List_of_Necessary_Roughness_episodes	wd:Q1357836
dbr:The_Cincinnati_Kid	wd:Q499680
dbr:Everybody_Hates_Chris	wd:Q33323
dbr:The_One_Thing__u0028_album_u0029_	wd:Q1983831
dbr:San_Jose_u002C__California	wd:Q16553
dbr:The_Wendell_Baker_Story	wd:Q2034584
dbr:Robert_Siodmak	wd:Q51498
dbr:Wimbledon_F_u002E_C_u002E_	wd:Q19482
dbr:A_Slice_of_Life__u0028_1954_film_u0029_	wd:Q1080841
dbr:Rovereto__u0028_Milan_Metro_u0029_	wd:Q2258090
dbr:Leonida_Barboni	wd:Q3830622
dbr:Caleb_Althin	wd:Q5019208
dbr:October_Sky	wd:Q1141420
dbr:Danny_Glover	wd:Q192165
dbr:Gibraltar	wd:Q1410
dbr:Patricia_Cornwell	wd:Q231467
dbr:Six_Cylinder_Love	wd:Q7532680
dbr:John_Longden	wd:Q2748881
dbr:Hold_Back_the_Dawn	wd:Q1171247
dbr:The_Green_Berets__u0028_film_u0029_	wd:Q478333
dbr:Backstreet_Boys	wd:Q17140
dbr:Sissy_u0027_s_Song	wd:Q7530980
dbr:Smita_Patil	wd:Q467960
dbr:Category_6_u003A__Day_of_Destruction	wd:Q1050658
dbr:Go_D_u002E_J_u002E_	wd:Q1982293
dbr:Harsh_Realm	wd:Q2365988
dbr:Bertrand_Tavernier	wd:Q337226
dbr:Ashanti__u0028_singer_u0029_	wd:Q161877
dbr:Year_of_the_Dog__u0028_film_u0029_	wd:Q2032325
dbr:Salavat_Yulaev_Ufa	wd:Q1142030
dbr:More_Blues	wd:Q2623149
dbr:BBC_Micro	wd:Q749976
dbr:Nikos_Oikonomou	wd:Q1362904
dbr:F_u002E__Clifton_White	wd:Q5423848
dbr:Leona_Lewis	wd:Q183519
dbr:Charles_Wheatstone	wd:Q156942
dbr:Eisaku_Sat_u014D_	wd:Q179871
dbr:Mickey_u0027_s_Magical_Christmas_u003A__Snowed_in_at_the_House_of_Mouse	wd:Q656396
dbr:The_Rain_People	wd:Q2547631
dbr:Long_Island	wd:Q18438
dbr:Babyface__u0028_musician_u0029_	wd:Q344983
dbr:Airport__u0028_1970_film_u0029_	wd:Q409022
dbr:_u0028_Forever_u0029__Live_and_Die	wd:Q2724784
dbr:The_Outsiders__u0028_film_u0029_	wd:Q1055332
dbr:Nana_Mizuki	wd:Q229347
dbr:Lovers_of_Paris	wd:Q3399892
dbr:Alain_Sarde	wd:Q712827
dbr:The_WB	wd:Q844972
dbr:A_Girl_u0027_s_Folly	wd:Q4657004
dbr:Robert_Forster	wd:Q367155
dbr:The_Rink__u0028_film_u0029_	wd:Q1195688
dbr:Kenneth_Kove	wd:Q6390331
dbr:Reno__u0028_Doug_Supernaw_song_u0029_	wd:Q7313375
dbr:Audrey_Hepburn	wd:Q42786
dbr:Made_in_Japan__u0028_Deep_Purple_album_u0029_	wd:Q2595
dbr:Another_World__u0028_TV_series_u0029_	wd:Q1030713
dbr:Houseboat__u0028_film_u0029_	wd:Q1591051
dbr:Parma	wd:Q2683
dbr:Rome_u002C__Open_City	wd:Q721146
dbr:Twisted_Obsession	wd:Q3824056
dbr:Stephen_King	wd:Q39829
dbr:Disco_Boy	wd:Q5281521
dbr:Starry_Night_Over_the_Rhone	wd:Q1464531
dbr:The_Black_Eyed_Peas	wd:Q134541
dbr:The_Carson_City_Kid	wd:Q3520212
dbr:Danny_DeVito	wd:Q26806
dbr:Scooter_McCray	wd:Q534874
dbr:The_Junkman	wd:Q3209472
dbr:Eve_Online	wd:Q336177
dbr:A_Dog_u0027_s_Life__u0028_1950_film_u0029_	wd:Q1058517
dbr:Hey_Ram	wd:Q760266
dbr:Pontiac_u002C__Michigan	wd:Q847596
dbr:Crank_u003A__High_Voltage	wd:Q1138916
dbr:Gautam_Govinda	wd:Q3417209
dbr:Rauflihorn	wd:Q7296131
dbr:Gerald_M_u002E__Lawrie	wd:Q5549358
dbr:Alone__u0028_Chet_Atkins_album_u0029_	wd:Q4734371
dbr:Book_of_the_Dead__u0028_Cornwell_novel_u0029_	wd:Q3423644
dbr:Light__u0028_KMFDM_song_u0029_	wd:Q6545964
dbr:La_Belle_Verte	wd:Q2586610
dbr:Battle_of_Shiloh	wd:Q943277
dbr:Tak_Fujimoto	wd:Q488925
dbr:V_for_Vendetta__u0028_film_u0029_	wd:Q5890
dbr:Christy_O_u0027_Sullivan	wd:Q5113670
dbr:The_Church__u0028_film_u0029_	wd:Q378754
dbr:Cops_and_Robbers__u0028_1951_film_u0029_	wd:Q2257063
dbr:Dot_Records	wd:Q1251139
dbr:The_Bell_Boy	wd:Q3067289
dbr:James_L_u002E__Venable	wd:Q525390
dbr:HC_Sparta_Praha	wd:Q1425170
dbr:Todo_modo	wd:Q1061832
dbr:Die_Like_a_Dog	wd:Q15091168
dbr:Roundabout__u0028_song_u0029_	wd:Q1078140
dbr:Paul_Jenkins__u0028_painter_u0029_	wd:Q477429
dbr:The_Corsican_Brothers__u0028_1941_film_u0029_	wd:Q7727683
dbr:Bad_Girls__u0028_Donna_Summer_album_u0029_	wd:Q788286
dbr:Huddersfield_Giants	wd:Q3142169
dbr:Viola_Davis	wd:Q229181
dbr:Once__u0028_Roy_Harper_album_u0029_	wd:Q3882393
dbr:The_Underworld_Story	wd:Q3705072
dbr:Enzo_D_u0027_Al_u00F2_	wd:Q1346090
dbr:Leek_u002C__Netherlands	wd:Q835096
dbr:MAA__u0028_singer_u0029_	wd:Q5355847
dbr:Vic_Bubas	wd:Q7924750
dbr:Sahneh_County	wd:Q1291793
dbr:Encyclopedia_of_Serbian_Historiography	wd:Q5375719
dbr:Bahama_Crisis	wd:Q4842320
dbr:PySide	wd:Q2238523
dbr:Lynn_u002C__Massachusetts	wd:Q49188
dbr:How_We_Quit_the_Forest	wd:Q5918211
dbr:CF_Fuenlabrada	wd:Q108708
dbr:Steve_Adubato	wd:Q7611764
dbr:Come_with_Us	wd:Q2266683
dbr:Deface_the_Music	wd:Q3021180
dbr:George_Barnes__u0028_cinematographer_u0029_	wd:Q721897
dbr:You_Save_Me	wd:Q8057486
dbr:Wild_Hogs	wd:Q826840
dbr:About_Time__u0028_2013_film_u0029_	wd:Q4668586
dbr:Yosef_Lishansky	wd:Q2314674
dbr:Craig_Hartsburg	wd:Q367783
dbr:Konstantin_Shayne	wd:Q3198775
dbr:Apiales	wd:Q21138
dbr:The_Last_House_on_the_Left__u0028_2009_film_u0029_	wd:Q1581710
dbr:Booba	wd:Q642477
dbr:Then_She_Found_Me	wd:Q1321387
dbr:Julien_Vauclair	wd:Q680580
dbr:The_New_Age__u0028_film_u0029_	wd:Q3875171
dbr:Blonde_Ambition	wd:Q428372
dbr:The_Mill_and_the_Cross	wd:Q1215008
dbr:Krantiveer	wd:Q6436130
dbr:Collingwood_Dickson	wd:Q5147305
dbr:Detroit_Pistons	wd:Q169661
dbr:Spread__u0028_film_u0029_	wd:Q1332469
dbr:Herlev_station	wd:Q2368951
dbr:British_Lion_Films	wd:Q2925731
dbr:Joe_Vagana	wd:Q6212768
dbr:Netrakona_Stadium	wd:Q15261828
dbr:Fr_u00E9_d_u00E9_ric_Lemoine	wd:Q957855
dbr:Qiaotou_u002C__Yongjia_County	wd:Q7267677
dbr:The_Singing_Vagabond	wd:Q7764433
dbr:Arthur_Lichte	wd:Q4799522
dbr:Gabdulkhay_Akhatov	wd:Q25951
dbr:Howard_E_u002E__Koch	wd:Q1343692
dbr:The_Beast_of_the_City	wd:Q1758349
dbr:Gavin_Long	wd:Q5528203
dbr:Alvania	wd:Q3137332
dbr:Nova_Igua_u00E7_u	wd:Q188897
dbr:The_Cardinal	wd:Q737065
dbr:Christopher_George	wd:Q175908
dbr:The_Unafraid	wd:Q7771270
dbr:Thai_Veedu	wd:Q7709168
dbr:Kalifornia	wd:Q179798
dbr:Maciste_against_the_Sheik	wd:Q3842125
dbr:Winchester	wd:Q172157
dbr:Reginald_Owen	wd:Q577687
dbr:How_to_Meet_the_Lucky_Stars	wd:Q5918716
dbr:Parinayam__u0028_1994_film_u0029_	wd:Q7137136
dbr:Coming_to_America	wd:Q493755
dbr:Adam_Had_Four_Sons	wd:Q3208613
dbr:Under_Heaven__u0028_book_u0029_	wd:Q7883104
dbr:I_Got_You_Babe__u002F__Soda_Pop	wd:Q5977320
dbr:Winter_Kill	wd:Q8026268
dbr:Poetic_Justice__u0028_film_u0029_	wd:Q1537562
dbr:The_Descent	wd:Q1367317
dbr:Terry_Branston	wd:Q7704144
dbr:Durarara_u0021__u0021_	wd:Q495094
dbr:B_u002E__Joseph_Tully	wd:Q4834073
dbr:Cayman_Islands	wd:Q5785
dbr:Dario_Di_Palma	wd:Q3702588
dbr:Battle_of_Berlin	wd:Q154182
dbr:From_Hell_to_Victory	wd:Q3020377
dbr:Possession__u0028_2002_film_u0029_	wd:Q829817
dbr:The_Ballad_of_Cable_Hogue	wd:Q1856846
dbr:Pen_u00E9_lope_Cruz	wd:Q39666
dbr:Sylvia_Syms	wd:Q291443
dbr:Pardon_u002C__Are_You_For_or_Against_u0025_3F	wd:Q3281747
dbr:Full_Confession	wd:Q5508019
dbr:Andy_Delmore	wd:Q349530
dbr:Al_Had_District	wd:Q4117515
dbr:Real_Madrid_C_u002E_F_u002E_	wd:Q8682
dbr:Cecil_Kellaway	wd:Q891104
dbr:Wyoming_Area_School_District	wd:Q8040301
dbr:The_Trouble_Buster	wd:Q3523098
dbr:Bee_Gees	wd:Q133405
dbr:Ilya_Segalovich	wd:Q4412749
dbr:Don_u0027_t_Stop__u0028_Funkin_u0027__4_Jamaica_u0029_	wd:Q908968
dbr:The_Canary_Murder_Case	wd:Q2089822
dbr:Ain_u0027_t_That_Peculiar	wd:Q4697308
dbr:Kathy_Townsend	wd:Q22084511
dbr:Nova_Santa_Marta	wd:Q10337883
dbr:The_Manxman	wd:Q1195706
dbr:Challengers__u0028_album_u0029_	wd:Q5068970
dbr:All_the_Way_to_Reno__u0028_You_u0027_re_Gonna_Be_a_Star_u0029_	wd:Q2307897
dbr:Jersey_City_u002C__New_Jersey	wd:Q26339
dbr:Derek_Jarman	wd:Q282787
dbr:Repossessed__u0028_film_u0029_	wd:Q634582
dbr:Bill_Harburn	wd:Q18126000
dbr:Philadelphia__u0028_film_u0029_	wd:Q204057
dbr:Minnesota_North_Stars	wd:Q902512
dbr:Willem_Adriaan_van_der_Stel	wd:Q765624
dbr:Otakebi_Boy_Wao_u0021___u002F__Tomodachi_wa_Tomodachi_Nanda_u0021_	wd:Q1134684
dbr:Moe_Howard	wd:Q1281212
